STATEFIPS,STATE,CONG_DISTRICT,agi_stub,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00400,A00400,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N25870,A25870,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59661,A59661,N59662,A59662,N59663,A59663,N59664,A59664,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
06,CA,26,4,78000.0000,46980.0000,13760.0000,15790.0000,73420.0000,2470.0000,50930.0000,48620.0000,1120.0000,133530.0000,1080.0000,570.0000,520.0000,100.0000,8290.0000,14180.0000,2875486.0000,78000.0000,2905685.0000,67530.0000,2388811.0000,14710.0000,10007.0000,1380.0000,5702.0000,7360.0000,27234.0000,6800.0000,16585.0000,1600.0000,1179.0000,9870.0000,128651.0000,7310.0000,12468.0000,4270.0000,53674.0000,8470.0000,145966.0000,76.0000,5500.0000,35112.0000,9380.0000,76351.0000,1700.0000,5103.0000,2670.0000,8405.0000,11160.0000,30199.0000,700.0000,190.0000,130.0000,1469.0000,1360.0000,6301.0000,1140.0000,4844.0000,930.0000,967.0000,74080.0000,1242060.0000,74080.0000,1224897.0000,8500.0000,17164.0000,3920.0000,109520.0000,150759.0000,2080.0000,33967.0000,1930.0000,6354.0000,1830.0000,2016.0000,3180.0000,19479.0000,2150.0000,1213.0000,3850.0000,23782.0000,3880.0000,24360.0000,2820.0000,36764.0000,70.0000,855.0000,280.0000,221.0000,100.0000,425.0000,2840.0000,9598.0000,190.0000,3074.0000,8720.0000,15111.0000,76520.0000,1521774.0000,76050.0000,167306.0000,0.0000,0.0000,4830.0000,3711.0000,34430.0000,38681.0000,1890.0000,208.0000,1390.0000,934.0000,5730.0000,5143.0000,10250.0000,2037.0000,22690.0000,29779.0000,400.0000,388.0000,7490.0000,22049.0000,7840.0000,58394.0000,7960.0000,61074.0000,74180.0000,261293.0000,14100.0000,33408.0000,0.0000,0.0000,6960.0000,10796.0000,4820.0000,13841.0000,2320.0000,8771196.0000,12080.0000,28424.0000,15780.0000,32309.0000,3590.0000,2480.0000,3160.0000,2876.0000,59090.0000,128625.0000,62130.0000,151658.0000,0.0000,0.0000,0.0000,0.0000,19420.0000,27702.0000,57690.0000,136908.0000,57120.0000,134144.0000,810.0000,2764.0000
06,CA,26,5,49180.0000,25410.0000,14400.0000,8230.0000,46530.0000,1500.0000,31790.0000,28510.0000,880.0000,92430.0000,520.0000,200.0000,320.0000,0.0000,4320.0000,12840.0000,3029854.0000,49180.0000,3061236.0000,41310.0000,2373447.0000,16230.0000,12761.0000,1590.0000,8381.0000,8260.0000,36947.0000,7640.0000,22935.0000,2660.0000,2770.0000,6680.0000,96494.0000,7730.0000,22647.0000,4740.0000,78984.0000,8590.0000,231615.0000,73.0000,2930.0000,19510.0000,8680.0000,147556.0000,1810.0000,16488.0000,2860.0000,10576.0000,8770.0000,31382.0000,900.0000,253.0000,200.0000,2472.0000,1310.0000,7563.0000,1190.0000,6218.0000,1120.0000,1137.0000,43290.0000,795134.0000,43290.0000,780161.0000,7390.0000,14973.0000,5890.0000,163704.0000,372424.0000,2450.0000,41119.0000,4190.0000,16466.0000,1590.0000,2370.0000,5030.0000,30160.0000,3690.0000,2108.0000,5840.0000,41902.0000,5850.0000,42649.0000,4560.0000,55893.0000,160.0000,1649.0000,460.0000,526.0000,170.0000,545.0000,4510.0000,16096.0000,260.0000,5005.0000,7340.0000,20013.0000,48970.0000,2055924.0000,48790.0000,250722.0000,0.0000,0.0000,3250.0000,5753.0000,21100.0000,41680.0000,2620.0000,326.0000,1280.0000,815.0000,2920.0000,2949.0000,3100.0000,544.0000,15780.0000,35292.0000,590.0000,1150.0000,4830.0000,17580.0000,3890.0000,32703.0000,4240.0000,37957.0000,47630.0000,274089.0000,770.0000,558.0000,0.0000,0.0000,0.0000,0.0000,310.0000,189.0000,460.0000,368891.0000,620.0000,444.0000,4180.0000,7967.0000,1690.0000,1244.0000,1040.0000,1463.0000,44540.0000,209042.0000,45500.0000,227929.0000,30.0000,21.0000,0.0000,0.0000,16050.0000,35850.0000,32870.0000,81455.0000,32100.0000,77679.0000,1070.0000,3775.0000
06,CA,26,6,33490.0000,14150.0000,14540.0000,4030.0000,31620.0000,1030.0000,22140.0000,17440.0000,730.0000,68350.0000,200.0000,30.0000,170.0000,0.0000,2260.0000,11130.0000,2906612.0000,33490.0000,2936252.0000,27060.0000,2125076.0000,16260.0000,13974.0000,1840.0000,8765.0000,8380.0000,42648.0000,7790.0000,27413.0000,3260.0000,4342.0000,5190.0000,87633.0000,7620.0000,26551.0000,4640.0000,101710.0000,8150.0000,299958.0000,80.0000,1960.0000,11877.0000,7680.0000,168269.0000,1860.0000,23860.0000,2930.0000,13659.0000,7060.0000,29640.0000,1130.0000,320.0000,200.0000,2925.0000,1150.0000,7650.0000,820.0000,5026.0000,620.0000,449.0000,26190.0000,538497.0000,26190.0000,525404.0000,6160.0000,13093.0000,7300.0000,207704.0000,640630.0000,2380.0000,40817.0000,6160.0000,32320.0000,1100.0000,2218.0000,6540.0000,39091.0000,4850.0000,2677.0000,7280.0000,60800.0000,7290.0000,61399.0000,5990.0000,73334.0000,190.0000,1726.0000,640.0000,802.0000,180.0000,507.0000,5840.0000,23856.0000,290.0000,5150.0000,6520.0000,21928.0000,33400.0000,2141894.0000,33300.0000,291216.0000,0.0000,0.0000,1730.0000,4195.0000,14640.0000,35448.0000,2810.0000,428.0000,1140.0000,759.0000,1820.0000,1747.0000,0.0000,0.0000,11130.0000,28986.0000,750.0000,2412.0000,3630.0000,15890.0000,1810.0000,15167.0000,2090.0000,19151.0000,32630.0000,300380.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,890.0000,1676.0000,1120.0000,783.0000,400.0000,686.0000,32380.0000,255768.0000,32650.0000,273095.0000,30.0000,23.0000,0.0000,0.0000,13200.0000,39817.0000,20170.0000,66487.0000,19380.0000,61393.0000,1080.0000,5094.0000
06,CA,26,7,63210.0000,16060.0000,41940.0000,4290.0000,59700.0000,2130.0000,42280.0000,28370.0000,1870.0000,149420.0000,210.0000,30.0000,180.0000,0.0000,2890.0000,24130.0000,8834570.0000,63210.0000,8933392.0000,51070.0000,6172206.0000,42170.0000,48418.0000,5610.0000,35143.0000,23860.0000,170851.0000,22440.0000,117320.0000,5310.0000,8743.0000,12090.0000,258376.0000,21870.0000,143978.0000,12060.0000,391960.0000,19020.0000,989686.0000,279.0000,3480.0000,22423.0000,16150.0000,438267.0000,6300.0000,153637.0000,8020.0000,74338.0000,17110.0000,98822.0000,3020.0000,949.0000,830.0000,16188.0000,3100.0000,27076.0000,2150.0000,14180.0000,1480.0000,1202.0000,42150.0000,990919.0000,42150.0000,962461.0000,12450.0000,28459.0000,21060.0000,685462.0000,3031823.0000,4930.0000,89514.0000,19100.0000,176843.0000,1890.0000,4703.0000,19370.0000,138869.0000,14410.0000,9031.0000,21010.0000,199745.0000,21040.0000,201811.0000,18210.0000,263757.0000,490.0000,4194.0000,2170.0000,2264.0000,760.0000,3503.0000,17880.0000,103077.0000,910.0000,17174.0000,17820.0000,86236.0000,63140.0000,7074153.0000,63060.0000,1092985.0000,30.0000,152.0000,1870.0000,6852.0000,32980.0000,92945.0000,8700.0000,2214.0000,3640.0000,2400.0000,3880.0000,4035.0000,0.0000,0.0000,24000.0000,65930.0000,2760.0000,13054.0000,8490.0000,45919.0000,1640.0000,11547.0000,2120.0000,17786.0000,62170.0000,1069149.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,700.0000,1851.0000,2640.0000,2005.0000,320.0000,855.0000,62510.0000,1000040.0000,62710.0000,1050617.0000,1090.0000,304.0000,270.0000,97.0000,29350.0000,141774.0000,33710.0000,158265.0000,31140.0000,135627.0000,3450.0000,22638.0000
06,CA,26,8,29420.0000,3910.0000,24360.0000,960.0000,27960.0000,990.0000,21050.0000,9290.0000,1230.0000,79640.0000,30.0000,0.0000,30.0000,0.0000,670.0000,11170.0000,8510822.0000,29420.0000,8633110.0000,24710.0000,5677099.0000,24120.0000,68320.0000,4920.0000,47520.0000,17530.0000,238206.0000,16660.0000,172258.0000,960.0000,3139.0000,6800.0000,288318.0000,16810.0000,416869.0000,6190.0000,365397.0000,8060.0000,578328.0000,283.0000,1220.0000,8766.0000,6640.0000,208078.0000,7130.0000,549293.0000,5010.0000,108218.0000,9260.0000,122288.0000,1350.0000,430.0000,1270.0000,39177.0000,2660.0000,35595.0000,680.0000,6562.0000,0.0000,0.0000,14560.0000,365814.0000,14560.0000,354921.0000,4730.0000,10892.0000,14860.0000,598024.0000,4410896.0000,1460.0000,44522.0000,13700.0000,333458.0000,1130.0000,2852.0000,14020.0000,143224.0000,9880.0000,7694.0000,14850.0000,147381.0000,14860.0000,148423.0000,13460.0000,241815.0000,360.0000,3723.0000,1870.0000,1640.0000,1130.0000,10184.0000,13210.0000,121805.0000,660.0000,24824.0000,13250.0000,139709.0000,29400.0000,7409937.0000,29390.0000,1449935.0000,80.0000,2765.0000,490.0000,3515.0000,18500.0000,63978.0000,7520.0000,6145.0000,2610.0000,1663.0000,0.0000,0.0000,0.0000,0.0000,12360.0000,34831.0000,2000.0000,13974.0000,5420.0000,44461.0000,0.0000,0.0000,510.0000,4239.0000,28990.0000,1394580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.0000,398.0000,0.0000,0.0000,0.0000,0.0000,29350.0000,1385957.0000,29400.0000,1461517.0000,13890.0000,10850.0000,15300.0000,16060.0000,16570.0000,217425.0000,12800.0000,147511.0000,10310.0000,95418.0000,3140.0000,52093.0000
06,CA,26,9,6560.0000,780.0000,5490.0000,190.0000,6250.0000,240.0000,5670.0000,920.0000,320.0000,17810.0000,0.0000,0.0000,0.0000,0.0000,30.0000,2960.0000,8922669.0000,6560.0000,9005830.0000,5390.0000,3367958.0000,6110.0000,154985.0000,2210.0000,70477.0000,5210.0000,373027.0000,5000.0000,291144.0000,170.0000,2158.0000,1560.0000,140471.0000,5380.0000,2190145.0000,1410.0000,149208.0000,1340.0000,99865.0000,185.0000,140.0000,1105.0000,1570.0000,56299.0000,3500.0000,1977227.0000,2150.0000,124377.0000,2600.0000,83161.0000,70.0000,21.0000,560.0000,30876.0000,1160.0000,21387.0000,190.0000,2097.0000,0.0000,0.0000,2180.0000,54930.0000,2180.0000,52862.0000,890.0000,2069.0000,4380.0000,583540.0000,6723619.0000,90.0000,5844.0000,4050.0000,660923.0000,320.0000,1114.0000,4110.0000,83081.0000,2380.0000,2389.0000,4380.0000,43541.0000,4380.0000,43579.0000,3730.0000,76092.0000,90.0000,1190.0000,520.0000,395.0000,980.0000,54257.0000,4000.0000,156666.0000,410.0000,111356.0000,4100.0000,298103.0000,6560.0000,7986050.0000,6560.0000,2201672.0000,340.0000,7432.0000,60.0000,582.0000,3640.0000,49143.0000,2950.0000,21135.0000,390.0000,248.0000,0.0000,0.0000,0.0000,0.0000,40.0000,43.0000,400.0000,3958.0000,1700.0000,26991.0000,0.0000,0.0000,60.0000,606.0000,6460.0000,2029932.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6550.0000,2152602.0000,6560.0000,2280354.0000,4400.0000,24199.0000,5700.0000,69697.0000,4170.0000,466125.0000,2360.0000,211680.0000,1100.0000,59699.0000,1450.0000,151981.0000
06,CA,27,0,349880.0000,187650.0000,120550.0000,34520.0000,321700.0000,17490.0000,230710.0000,175460.0000,8920.0000,614740.0000,4190.0000,3240.0000,970.0000,690.0000,17710.0000,98590.0000,37292323.000,347740.0000,37812857.000,264010.0000,23708741.000,149300.0000,388037.0000,18720.0000,158633.0000,97140.0000,1269117.0000,90980.0000,974668.0000,12140.0000,22194.0000,84470.0000,1356567.0000,94840.0000,2668849.0000,32990.0000,1025017.0000,51590.0000,2238704.0000,244.0000,15640.0000,104786.0000,46960.0000,940813.0000,34030.0000,3511672.0000,36810.0000,493578.0000,98760.0000,520534.0000,8090.0000,2443.0000,3680.0000,133237.0000,12430.0000,103481.0000,11870.0000,81842.0000,5930.0000,5773.0000,283600.0000,5086569.0000,283600.0000,4973715.0000,54100.0000,112852.0000,58740.0000,2478099.0000,16218971.000,11880.0000,251693.0000,48550.0000,1336212.0000,9430.0000,19234.0000,51260.0000,525173.0000,35600.0000,24669.0000,58440.0000,527881.0000,58550.0000,531276.0000,46390.0000,739540.0000,1430.0000,17147.0000,5380.0000,6897.0000,3790.0000,89175.0000,48170.0000,593951.0000,3380.0000,238093.0000,78870.0000,678898.0000,282020.0000,30079072.000,281110.0000,6048091.0000,580.0000,10194.0000,20860.0000,31131.0000,124760.0000,309879.0000,32290.0000,70448.0000,11420.0000,7128.0000,17590.0000,17483.0000,14490.0000,3692.0000,74980.0000,149953.0000,5750.0000,27862.0000,66900.0000,246324.0000,35130.0000,199399.0000,39420.0000,228547.0000,315940.0000,6171354.0000,44620.0000,81902.0000,21080.0000,7756.0000,13270.0000,33061.0000,7600.0000,29315.0000,2670.0000,11769882.000,30740.0000,59127.0000,23740.0000,42682.0000,12660.0000,10398.0000,18660.0000,10105.0000,257520.0000,5738213.0000,285490.0000,6155835.0000,23720.0000,41484.0000,25090.0000,115248.0000,122590.0000,1063640.0000,209240.0000,1065857.0000,196980.0000,688795.0000,15440.0000,377060.0000
06,CA,27,1,7530.0000,5010.0000,1910.0000,340.0000,5350.0000,1390.0000,4800.0000,2100.0000,260.0000,10800.0000,20.0000,20.0000,0.0000,0.0000,130.0000,3160.0000,-541438.0000,5390.0000,-536163.0000,1760.0000,84667.0000,2650.0000,6547.0000,270.0000,1665.0000,1800.0000,8573.0000,1660.0000,5329.0000,80.0000,155.0000,2140.0000,-30228.0000,2750.0000,33357.0000,360.0000,6365.0000,430.0000,6668.0000,0.0000,150.0000,1542.0000,0.0000,0.0000,1550.0000,-190299.0000,1410.0000,-31324.0000,1140.0000,5275.0000,30.0000,9.0000,20.0000,281.0000,250.0000,1512.0000,50.0000,368.0000,140.0000,177.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,259.0000,20.0000,324.0000,110.0000,61.0000,50.0000,37.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,19.0000,0.0000,0.0000,700.0000,1598.0000,880.0000,5810.0000,930.0000,5511.0000,3220.0000,22053.0000,650.0000,849.0000,420.0000,117.0000,120.0000,308.0000,70.0000,287.0000,30.0000,138096.0000,430.0000,651.0000,350.0000,835.0000,280.0000,259.0000,790.0000,726.0000,100.0000,222.0000,920.0000,2056.0000,60.0000,40.0000,0.0000,0.0000,540.0000,1064.0000,2950.0000,21045.0000,2690.0000,15309.0000,330.0000,5737.0000
06,CA,27,2,36710.0000,29730.0000,4680.0000,1600.0000,32830.0000,2270.0000,22790.0000,14590.0000,540.0000,39190.0000,1420.0000,1140.0000,280.0000,280.0000,1360.0000,11020.0000,182354.0000,36710.0000,190709.0000,18060.0000,133302.0000,8420.0000,4956.0000,510.0000,1012.0000,4790.0000,7046.0000,4310.0000,4382.0000,180.0000,136.0000,12620.0000,59734.0000,4530.0000,-1712.0000,1610.0000,7303.0000,2410.0000,11652.0000,51.0000,830.0000,3411.0000,210.0000,593.0000,860.0000,-4990.0000,1480.0000,765.0000,11830.0000,8355.0000,80.0000,19.0000,0.0000,0.0000,510.0000,1369.0000,160.0000,704.0000,240.0000,228.0000,35880.0000,494200.0000,35880.0000,478319.0000,7970.0000,15881.0000,820.0000,21281.0000,3775.0000,510.0000,8320.0000,220.0000,1272.0000,470.0000,345.0000,550.0000,4302.0000,260.0000,146.0000,790.0000,4237.0000,790.0000,4228.0000,490.0000,7258.0000,0.0000,0.0000,50.0000,105.0000,40.0000,130.0000,360.0000,480.0000,20.0000,183.0000,110.0000,29.0000,840.0000,1959.0000,990.0000,364.0000,0.0000,0.0000,400.0000,156.0000,230.0000,41.0000,140.0000,11.0000,0.0000,0.0000,30.0000,13.0000,0.0000,0.0000,30.0000,14.0000,0.0000,0.0000,11060.0000,9329.0000,3760.0000,20539.0000,3890.0000,20519.0000,24990.0000,23713.0000,13600.0000,9603.0000,11550.0000,4773.0000,1390.0000,3077.0000,490.0000,1261.0000,170.0000,491625.0000,7800.0000,5973.0000,1680.0000,1464.0000,1280.0000,1091.0000,3390.0000,940.0000,910.0000,324.0000,12030.0000,9808.0000,0.0000,0.0000,0.0000,0.0000,9220.0000,5166.0000,18850.0000,19047.0000,18500.0000,17703.0000,410.0000,1344.0000
06,CA,27,3,54430.0000,39280.0000,8680.0000,5590.0000,49920.0000,2760.0000,36150.0000,31780.0000,780.0000,75580.0000,1020.0000,800.0000,230.0000,260.0000,3960.0000,12820.0000,938380.0000,54430.0000,965322.0000,36040.0000,607215.0000,11300.0000,9931.0000,790.0000,2237.0000,6590.0000,16912.0000,5960.0000,10474.0000,410.0000,385.0000,18200.0000,202670.0000,6890.0000,4239.0000,3000.0000,27126.0000,4750.0000,50315.0000,0.0000,2780.0000,19505.0000,3710.0000,8766.0000,1870.0000,-1479.0000,3170.0000,18008.0000,18400.0000,26942.0000,290.0000,73.0000,50.0000,571.0000,1060.0000,2974.0000,870.0000,3960.0000,600.0000,629.0000,52770.0000,840314.0000,52770.0000,823593.0000,8490.0000,16721.0000,1650.0000,42849.0000,29913.0000,870.0000,14159.0000,480.0000,2244.0000,1010.0000,906.0000,1240.0000,9120.0000,670.0000,467.0000,1600.0000,9675.0000,1610.0000,9755.0000,1050.0000,14557.0000,40.0000,427.0000,80.0000,47.0000,50.0000,118.0000,870.0000,2491.0000,100.0000,1269.0000,8730.0000,7725.0000,32240.0000,171138.0000,31940.0000,17380.0000,0.0000,0.0000,2380.0000,574.0000,9780.0000,3424.0000,810.0000,64.0000,130.0000,42.0000,3150.0000,1501.0000,3060.0000,723.0000,2930.0000,1034.0000,70.0000,24.0000,16310.0000,31689.0000,10190.0000,56002.0000,10260.0000,55305.0000,46340.0000,104417.0000,17660.0000,41130.0000,9110.0000,2866.0000,5090.0000,18052.0000,2580.0000,14501.0000,890.0000,5710598.0000,12890.0000,30986.0000,7450.0000,13284.0000,2710.0000,2203.0000,7750.0000,2570.0000,25370.0000,13956.0000,35220.0000,46010.0000,0.0000,0.0000,0.0000,0.0000,13970.0000,22095.0000,36950.0000,80134.0000,36360.0000,77478.0000,760.0000,2656.0000
06,CA,27,4,69200.0000,41590.0000,16330.0000,9890.0000,64280.0000,3020.0000,45620.0000,42100.0000,1300.0000,113680.0000,1110.0000,900.0000,210.0000,150.0000,5060.0000,15010.0000,2538655.0000,69200.0000,2588348.0000,56340.0000,1986376.0000,17910.0000,18773.0000,1220.0000,3535.0000,10180.0000,30109.0000,9340.0000,18922.0000,1180.0000,957.0000,15620.0000,222862.0000,10690.0000,15588.0000,3790.0000,48788.0000,6870.0000,125276.0000,23.0000,3870.0000,26643.0000,8110.0000,61944.0000,3620.0000,17909.0000,4560.0000,25533.0000,17950.0000,49693.0000,840.0000,227.0000,150.0000,1603.0000,1760.0000,6483.0000,2910.0000,17587.0000,1330.0000,1402.0000,65370.0000,1124761.0000,65370.0000,1107139.0000,8840.0000,17621.0000,3830.0000,103990.0000,146225.0000,1670.0000,23752.0000,1770.0000,6190.0000,1860.0000,2565.0000,2980.0000,24281.0000,1880.0000,1554.0000,3770.0000,25810.0000,3790.0000,26190.0000,2540.0000,37018.0000,100.0000,1330.0000,220.0000,336.0000,120.0000,463.0000,2470.0000,9769.0000,280.0000,4261.0000,14120.0000,24350.0000,67400.0000,1294968.0000,66840.0000,144852.0000,0.0000,0.0000,8820.0000,6271.0000,28540.0000,28262.0000,2560.0000,415.0000,1400.0000,925.0000,5760.0000,5864.0000,8580.0000,2345.0000,16340.0000,18019.0000,400.0000,379.0000,12500.0000,36569.0000,13760.0000,84082.0000,14020.0000,89420.0000,63950.0000,231914.0000,12140.0000,29931.0000,0.0000,0.0000,6670.0000,11624.0000,4150.0000,13087.0000,1320.0000,5220067.0000,9240.0000,21273.0000,10430.0000,19799.0000,3330.0000,2647.0000,5390.0000,3862.0000,53900.0000,116590.0000,58730.0000,153928.0000,40.0000,28.0000,0.0000,0.0000,20530.0000,36285.0000,47590.0000,113681.0000,46580.0000,107941.0000,1310.0000,5739.0000
06,CA,27,5,46900.0000,27270.0000,11940.0000,6510.0000,43530.0000,2060.0000,29910.0000,27210.0000,1110.0000,78380.0000,410.0000,290.0000,120.0000,0.0000,2980.0000,11860.0000,2896294.0000,46900.0000,2938690.0000,39490.0000,2300900.0000,17460.0000,18179.0000,1530.0000,5985.0000,10610.0000,39546.0000,9910.0000,25469.0000,2010.0000,2142.0000,8290.0000,105033.0000,10330.0000,19756.0000,3840.0000,62683.0000,6950.0000,198697.0000,35.0000,2120.0000,13476.0000,7280.0000,118894.0000,2920.0000,29428.0000,4050.0000,21604.0000,11150.0000,42396.0000,1120.0000,313.0000,200.0000,2825.0000,1330.0000,6913.0000,2580.0000,17222.0000,1390.0000,1453.0000,41620.0000,731253.0000,41620.0000,717238.0000,6990.0000,14014.0000,5280.0000,153410.0000,332886.0000,1980.0000,34141.0000,3630.0000,14414.0000,1560.0000,3114.0000,4280.0000,31077.0000,3050.0000,2315.0000,5240.0000,39071.0000,5260.0000,39712.0000,3670.0000,48919.0000,170.0000,2186.0000,390.0000,664.0000,160.0000,574.0000,4020.0000,19505.0000,360.0000,7598.0000,9090.0000,25347.0000,46680.0000,1992428.0000,46520.0000,248769.0000,0.0000,0.0000,4560.0000,8309.0000,18100.0000,31025.0000,3300.0000,858.0000,1280.0000,827.0000,3170.0000,3707.0000,2850.0000,624.0000,11970.0000,22864.0000,550.0000,1087.0000,5660.0000,19225.0000,4110.0000,22730.0000,5400.0000,31248.0000,44920.0000,276641.0000,570.0000,389.0000,0.0000,0.0000,0.0000,0.0000,310.0000,179.0000,260.0000,209496.0000,380.0000,244.0000,2520.0000,4477.0000,1640.0000,1388.0000,930.0000,1340.0000,43700.0000,217744.0000,44590.0000,237890.0000,0.0000,0.0000,0.0000,0.0000,15950.0000,37742.0000,30660.0000,75912.0000,29640.0000,70268.0000,1330.0000,5644.0000
06,CA,27,6,32810.0000,16690.0000,11220.0000,4020.0000,30440.0000,1400.0000,21070.0000,17260.0000,930.0000,58870.0000,130.0000,50.0000,80.0000,0.0000,1550.0000,9880.0000,2846681.0000,32810.0000,2879437.0000,26930.0000,2150331.0000,16310.0000,18722.0000,1700.0000,5965.0000,10180.0000,44399.0000,9500.0000,29579.0000,2400.0000,3323.0000,5800.0000,79410.0000,9550.0000,32526.0000,3730.0000,79512.0000,6510.0000,257589.0000,0.0000,1450.0000,9185.0000,6390.0000,135190.0000,2570.0000,35440.0000,3870.0000,22000.0000,7900.0000,32756.0000,1370.0000,391.0000,200.0000,3244.0000,1020.0000,6531.0000,1310.0000,10105.0000,790.0000,594.0000,26590.0000,504719.0000,26590.0000,492984.0000,5570.0000,11735.0000,6220.0000,180449.0000,544692.0000,1810.0000,33462.0000,5080.0000,27661.0000,1090.0000,2470.0000,5240.0000,37712.0000,3800.0000,2506.0000,6180.0000,51946.0000,6200.0000,52461.0000,4600.0000,59259.0000,200.0000,2164.0000,490.0000,691.0000,190.0000,666.0000,4950.0000,25744.0000,350.0000,5907.0000,7450.0000,24829.0000,32710.0000,2139811.0000,32630.0000,301614.0000,0.0000,0.0000,2050.0000,5437.0000,12960.0000,26901.0000,3370.0000,1022.0000,1160.0000,759.0000,1970.0000,2134.0000,0.0000,0.0000,9050.0000,19689.0000,600.0000,1744.0000,3850.0000,15189.0000,1570.0000,7145.0000,2280.0000,12937.0000,31830.0000,313910.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,560.0000,1095.0000,1110.0000,864.0000,280.0000,448.0000,32000.0000,274713.0000,32220.0000,290811.0000,50.0000,51.0000,0.0000,0.0000,12900.0000,39758.0000,19740.0000,62261.0000,18770.0000,56219.0000,1240.0000,6042.0000
06,CA,27,7,61870.0000,21580.0000,33890.0000,5090.0000,57420.0000,2820.0000,40790.0000,28860.0000,2130.0000,131770.0000,80.0000,40.0000,50.0000,0.0000,2060.0000,20850.0000,8672707.0000,61870.0000,8763156.0000,51140.0000,6297855.0000,40940.0000,57859.0000,5270.0000,26302.0000,26700.0000,170464.0000,25260.0000,119676.0000,4580.0000,7884.0000,12460.0000,215493.0000,24640.0000,155374.0000,9480.0000,299965.0000,14850.0000,843418.0000,53.0000,2880.0000,19208.0000,13220.0000,348708.0000,7530.0000,183812.0000,9250.0000,109188.0000,16910.0000,90449.0000,2820.0000,906.0000,750.0000,13591.0000,2530.0000,20482.0000,2880.0000,20876.0000,1440.0000,1290.0000,42280.0000,924087.0000,42280.0000,900001.0000,10710.0000,24086.0000,19590.0000,640235.0000,2830828.0000,3650.0000,77761.0000,17680.0000,171848.0000,1830.0000,5121.0000,17170.0000,137650.0000,12760.0000,8052.0000,19540.0000,185786.0000,19570.0000,186653.0000,15740.0000,227428.0000,510.0000,5812.0000,1890.0000,2828.0000,730.0000,3731.0000,16530.0000,114476.0000,950.0000,21537.0000,19120.0000,92246.0000,61760.0000,7020355.0000,61690.0000,1125191.0000,60.0000,956.0000,2000.0000,7513.0000,30350.0000,78011.0000,9840.0000,4606.0000,3400.0000,2155.0000,3510.0000,4264.0000,0.0000,0.0000,21030.0000,51339.0000,2050.0000,9659.0000,8450.0000,39826.0000,860.0000,3091.0000,2090.0000,10725.0000,60810.0000,1129376.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,560.0000,1342.0000,2310.0000,1946.0000,130.0000,219.0000,61230.0000,1047180.0000,61390.0000,1090768.0000,1650.0000,428.0000,490.0000,205.0000,27120.0000,132223.0000,34530.0000,168892.0000,31580.0000,140081.0000,3850.0000,28810.0000
